Date,MTUM,QUAL,SIZE,USMV,VLUE
2017-05-19,79.703,66.094,68.404,43.059,61.214
2017-05-22,80.432,66.519,68.854,43.335,61.459
2017-05-23,80.542,66.492,68.89,43.389,61.721
2017-05-24,80.958,66.681,69.197,43.567,61.754
2017-05-25,81.604,67.07,69.566,43.889,61.966
2017-05-26,81.733,67.052,69.548,43.862,61.991
2017-05-30,81.917,67.016,69.485,43.924,61.949
2017-05-31,81.963,67.16,69.503,44.058,61.83
2017-06-01,82.545,67.621,70.233,44.362,62.439
2017-06-02,82.979,67.811,70.486,44.487,62.489
2017-06-05,82.831,67.766,70.36,44.433,62.329
2017-06-06,82.628,67.522,70.008,44.273,62.059
2017-06-07,83.126,67.576,69.99,44.38,62.244
2017-06-08,83.403,67.648,70.125,44.157,62.422
2017-06-09,82.554,67.702,70.143,44.13,62.557
2017-06-12,82.286,67.666,70.387,44.121,62.625
2017-06-13,82.969,68.018,70.747,44.264,62.844
2017-06-14,82.803,68.0,70.774,44.353,62.608
2017-06-15,82.646,67.964,70.756,44.415,62.287
2017-06-16,82.545,68.018,70.747,44.469,62.025
2017-06-19,83.781,68.515,71.099,44.647,62.625
2017-06-20,83.071,68.055,70.603,44.496,62.143
2017-06-21,83.108,67.991,70.378,44.415,62.075
2017-06-22,82.914,67.928,70.333,44.335,62.194
2017-06-23,82.766,68.046,70.296,44.344,62.244
2017-06-26,82.683,68.073,70.657,44.415,62.532
2017-06-27,81.96,67.585,70.173,44.073,62.197
2017-06-28,83.042,68.103,70.598,44.234,62.843
2017-06-29,82.274,67.313,70.019,43.795,62.494
2017-06-30,82.247,67.54,70.281,43.902,62.562
2017-07-03,82.247,67.785,70.281,43.902,63.038
2017-07-05,82.996,67.758,70.499,43.938,63.055
2017-07-06,82.478,67.204,69.711,43.57,62.418
2017-07-07,83.283,67.649,70.173,43.839,62.758
2017-07-10,83.662,67.694,70.155,43.759,62.647
2017-07-11,83.625,67.494,69.965,43.687,62.588
2017-07-12,84.384,68.039,70.453,43.974,62.953
2017-07-13,84.476,68.094,70.643,43.938,63.26
2017-07-14,84.809,68.511,70.924,44.189,63.566
2017-07-17,84.791,68.439,71.033,44.216,63.685
2017-07-18,84.726,68.539,70.897,44.18,63.506
2017-07-19,85.161,68.747,71.223,44.396,63.795
2017-07-20,85.078,68.929,71.187,44.485,63.727
2017-07-21,85.059,68.911,71.241,44.584,63.651
2017-07-24,85.106,68.738,71.322,44.485,63.651
2017-07-25,85.355,68.829,71.494,44.557,64.016
2017-07-26,85.374,68.82,71.277,44.584,63.863
2017-07-27,84.893,68.729,71.313,44.683,63.787
2017-07-28,84.902,68.23,71.259,44.665,63.787
2017-07-31,85.106,68.23,71.331,44.79,63.804
2017-08-01,85.365,68.466,71.494,44.844,63.957
2017-08-02,85.402,68.457,71.286,44.764,64.11
2017-08-03,85.3,68.339,71.259,44.755,63.897
2017-08-04,85.707,68.42,71.295,44.755,64.025
2017-08-07,86.133,68.62,71.358,44.79,64.229
2017-08-08,86.04,68.466,71.132,44.647,64.203
2017-08-09,86.096,68.411,71.078,44.701,64.118
2017-08-10,84.523,67.485,70.236,44.432,63.055
2017-08-11,84.597,67.467,70.173,44.476,63.09
2017-08-14,85.985,68.112,70.824,44.88,63.71
2017-08-15,86.003,68.112,70.716,44.934,63.719
2017-08-16,86.142,68.248,71.069,45.087,63.753
2017-08-17,84.476,67.185,70.037,44.575,62.647
2017-08-18,84.467,67.013,69.937,44.494,62.409
2017-08-21,84.384,67.167,70.019,44.665,62.392
2017-08-22,85.679,67.785,70.535,44.979,63.081
2017-08-23,85.281,67.594,70.417,44.79,62.962
2017-08-24,85.18,67.549,70.318,44.665,62.817
2017-08-25,85.217,67.694,70.607,44.808,63.098
2017-08-28,85.281,67.748,70.318,44.808,63.183
2017-08-29,85.309,67.73,70.327,44.826,63.192
2017-08-30,85.883,68.148,70.562,44.925,63.532
2017-08-31,86.355,68.548,70.861,45.131,63.94
2017-09-01,86.577,68.675,71.132,45.096,64.391
2017-09-05,85.494,68.203,70.435,44.907,63.761
2017-09-06,85.753,68.357,70.662,44.988,64.127
2017-09-07,85.281,68.566,70.562,45.087,63.974
2017-09-08,85.318,68.638,70.788,45.239,63.821
2017-09-11,86.401,69.301,71.576,45.58,64.595
2017-09-12,86.817,69.519,71.766,45.58,65.071
2017-09-13,86.928,69.419,71.576,45.445,65.19
2017-09-14,86.808,69.474,71.612,45.454,65.096
2017-09-15,87.243,69.756,71.739,45.472,65.335
2017-09-18,87.826,69.973,71.874,45.517,65.403
2017-09-19,88.029,70.082,71.838,45.401,65.386
2017-09-20,88.011,69.955,71.766,45.356,65.36
2017-09-21,87.761,69.756,71.693,45.167,65.249
2017-09-22,87.798,69.983,71.802,45.194,65.369
2017-09-25,86.975,70.055,71.802,45.185,65.496
2017-09-26,86.999,70.137,71.898,45.148,65.683
2017-09-27,88.14,70.374,71.998,45.166,66.094
2017-09-28,88.233,70.301,71.98,45.229,66.026
2017-09-29,88.78,70.365,72.234,45.365,66.163
2017-10-02,89.142,70.767,72.626,45.509,66.762
2017-10-03,89.421,70.94,72.726,45.59,67.121
2017-10-04,89.448,71.068,72.853,45.689,67.078
2017-10-05,89.996,71.515,73.09,45.842,67.421
2017-10-06,90.089,71.378,72.999,45.779,67.258
2017-10-09,89.977,71.451,72.835,45.68,67.147
2017-10-10,90.144,71.752,72.935,45.797,67.455
2017-10-11,90.265,71.925,72.999,45.878,67.498
2017-10-12,89.996,71.934,73.163,45.95,67.181
2017-10-13,90.191,71.98,73.236,45.986,67.403
2017-10-16,90.692,71.962,73.236,45.941,67.446
2017-10-17,90.729,72.053,73.236,46.049,67.446
2017-10-18,90.961,72.144,73.336,46.067,67.566
2017-10-19,91.239,72.263,73.445,46.284,67.498
2017-10-20,92.186,72.591,73.855,46.446,67.951
2017-10-23,91.991,72.472,73.755,46.41,67.908
2017-10-24,92.52,72.5,73.746,46.302,68.199
2017-10-25,91.963,72.299,73.436,46.239,67.737
2017-10-26,92.13,72.418,73.645,46.257,67.857
2017-10-27,93.262,72.591,73.618,46.464,68.011
2017-10-30,93.002,72.354,73.272,46.203,67.78
2017-10-31,93.253,72.418,73.436,46.248,67.891
2017-11-01,93.039,72.454,73.463,46.203,68.088
2017-11-02,93.401,72.591,73.445,46.32,68.208
2017-11-03,93.856,72.719,73.563,46.374,68.362
2017-11-06,94.004,72.81,73.746,46.284,68.49
2017-11-07,93.735,72.7,73.664,46.482,68.276
2017-11-08,93.689,72.956,73.827,46.617,68.439
2017-11-09,92.974,72.682,73.682,46.527,68.242
2017-11-10,93.243,72.773,73.554,46.482,68.328
2017-11-13,93.475,72.837,73.818,46.635,68.379
2017-11-14,93.318,72.865,73.791,46.725,68.079
2017-11-15,93.002,72.436,73.645,46.41,67.823
2017-11-16,93.884,72.983,74.137,46.707,68.807
2017-11-17,93.54,72.992,74.137,46.545,68.721
2017-11-20,93.986,73.129,74.237,46.581,68.961
2017-11-21,94.691,73.585,74.483,46.852,69.346
2017-11-22,94.301,73.43,74.383,46.716,69.354
2017-11-24,94.477,73.558,74.474,46.824,69.363
2017-11-27,94.292,73.54,74.565,46.924,69.098
2017-11-28,95.442,74.333,75.311,47.275,69.928
2017-11-29,94.941,74.47,75.648,47.365,70.321
2017-11-30,95.86,75.027,76.085,47.672,70.715
2017-12-01,95.266,75.054,75.985,47.627,70.535
2017-12-04,94.069,75.109,76.203,47.5,70.869
2017-12-05,93.976,74.917,75.621,47.347,70.45
2017-12-06,94.19,74.871,75.512,47.383,70.27
2017-12-07,94.802,75.163,75.803,47.428,70.544
2017-12-08,95.35,75.51,76.085,47.627,71.074
2017-12-11,95.452,75.647,76.167,47.681,71.425
2017-12-12,95.526,75.683,76.331,47.699,71.434
2017-12-13,95.461,75.72,76.249,47.789,71.365
2017-12-14,94.979,75.41,75.766,47.581,70.878
2017-12-15,96.036,75.975,76.349,48.014,71.562
2017-12-18,96.788,76.431,76.777,48.095,72.426
2017-12-19,96.435,76.285,76.558,47.825,72.212
2017-12-20,96.417,76.258,76.44,47.708,72.426
2017-12-21,96.34,76.21,76.35,47.677,72.548
2017-12-22,96.322,76.155,76.487,47.695,72.487
2017-12-26,96.071,76.174,76.505,47.704,72.315
2017-12-27,96.322,76.256,76.551,47.822,72.212
2017-12-28,96.517,76.348,76.624,47.894,72.367
2017-12-29,95.978,75.963,76.596,47.785,71.928
2018-01-02,96.731,76.311,76.596,47.767,72.883
2018-01-03,97.699,76.852,76.943,47.867,72.969
2018-01-04,98.518,77.2,77.08,48.057,73.373
2018-01-05,99.309,77.704,77.701,48.302,73.709
2018-01-08,99.588,77.942,77.829,48.383,73.855
2018-01-09,99.961,78.18,78.012,48.41,73.847
2018-01-10,99.858,78.034,77.637,48.175,73.855
2018-01-11,100.538,78.446,78.277,48.32,74.767
2018-01-12,101.496,79.014,78.496,48.465,75.335
2018-01-16,101.273,78.739,78.076,48.428,75.051
2018-01-17,102.957,79.839,78.98,48.881,75.773
2018-01-18,102.846,79.61,78.624,48.79,75.687
2018-01-19,103.451,80.114,79.199,48.999,75.859
2018-01-22,104.083,80.535,79.51,49.306,76.41
2018-01-23,104.214,80.554,79.902,49.388,76.427
2018-01-24,103.981,80.343,79.893,49.415,76.203
2018-01-25,104.214,80.361,79.994,49.66,75.825
2018-01-26,105.684,81.195,80.532,50.076,76.892
2018-01-29,104.884,80.48,80.35,49.696,76.496
2018-01-30,103.274,79.619,79.418,49.406,75.335
2018-01-31,103.869,79.436,79.245,49.451,75.068
2018-02-01,103.767,79.5,79.382,49.316,74.922
2018-02-02,101.375,77.86,78.03,48.492,72.969
2018-02-05,97.038,74.882,75.318,46.744,70.165
2018-02-06,99.393,76.045,75.82,47.043,71.816
2018-02-07,99.058,75.77,76.24,46.898,71.705
2018-02-08,94.87,73.141,74.404,45.486,69.038
2018-02-09,96.759,74.341,74.715,46.237,69.881
2018-02-12,98.453,75.23,75.126,46.69,70.931
2018-02-13,98.881,75.505,75.226,46.835,71.206
2018-02-14,100.696,76.494,75.098,47.224,72.281
2018-02-15,101.943,77.438,77.007,47.813,72.995
2018-02-16,101.841,77.484,77.318,47.967,72.978
2018-02-20,101.822,77.053,76.587,47.478,72.393
2018-02-21,101.338,76.549,77.162,47.152,71.954
2018-02-22,101.506,76.577,76.149,47.197,72.049
2018-02-23,103.097,77.823,77.08,47.867,73.236
2018-02-26,104.307,78.703,77.911,48.292,74.182
2018-02-27,103.33,77.823,77.108,47.731,73.348
2018-02-28,102.352,77.127,76.14,47.351,72.591
2018-03-01,100.519,76.146,75.272,46.826,71.601
2018-03-02,100.845,76.614,75.299,47.061,71.971
2018-03-05,102.045,77.356,76.651,47.595,72.72
2018-03-06,102.343,77.722,76.925,47.659,72.986
2018-03-07,102.585,77.621,77.062,47.686,72.789
2018-03-08,103.032,78.107,77.254,47.958,72.943
2018-03-09,105.051,79.417,78.286,48.519,74.156
2018-03-12,104.986,79.408,78.258,48.392,74.165
2018-03-13,104.195,79.033,78.03,48.338,73.958
2018-03-14,103.637,78.492,77.592,48.13,73.442
2018-03-15,103.73,78.51,77.464,48.084,73.253
2018-03-16,103.851,78.703,77.984,48.22,73.589
2018-03-19,102.669,77.704,77.446,47.84,72.651
2018-03-20,103.451,78.025,77.254,47.894,72.763
2018-03-21,103.088,77.896,77.309,47.677,72.634
2018-03-22,99.714,75.878,75.859,46.79,70.925
2018-03-23,97.214,74.184,74.494,46.108,69.177
2018-03-26,100.516,76.283,75.603,47.027,71.219
2018-03-27,97.83,75.151,74.659,46.636,70.051
2018-03-28,97.232,75.022,75.089,46.763,69.947
2018-03-29,98.818,76.126,75.942,47.227,70.942
2018-04-02,95.702,74.304,74.347,46.435,69.342
2018-04-03,96.831,75.353,74.924,46.936,70.371
2018-04-04,97.951,76.292,75.099,47.418,71.21
2018-04-05,98.79,76.642,76.272,47.645,71.625
2018-04-06,96.206,74.911,74.329,46.827,70.12
2018-04-09,96.607,75.096,75.548,46.99,70.345
2018-04-10,98.781,76.375,75.759,47.436,71.617
2018-04-11,98.072,75.915,75.511,47.218,71.253
2018-04-12,99.621,76.43,75.96,47.299,72.014
2018-04-13,98.632,76.145,75.594,47.327,71.738
2018-04-16,99.313,76.743,76.428,47.809,72.421
2018-04-17,100.964,77.387,77.097,48.218,72.949
2018-04-18,101.197,77.111,77.207,48.2,73.104
2018-04-19,101.002,76.228,76.529,47.854,72.386
2018-04-20,100.339,75.565,76.162,47.509,71.66
2018-04-23,100.069,75.482,76.18,47.572,71.738
2018-04-24,98.259,74.599,75.319,47.163,71.175
2018-04-25,98.408,74.727,75.548,47.163,71.573
2018-04-26,99.994,75.501,76.116,47.572,71.876
2018-04-27,100.05,75.602,76.199,47.618,71.859
2018-04-30,99.313,75.132,75.887,47.327,71.219
2018-05-01,99.929,75.169,75.548,47.254,71.253
2018-05-02,99.042,74.921,75.346,46.79,70.855
2018-05-03,99.257,74.939,74.805,46.808,70.44
2018-05-04,100.302,75.859,75.713,47.309,71.348
2018-05-07,101.104,76.034,75.731,47.345,71.374
2018-05-08,101.533,76.117,75.667,47.281,71.452
2018-05-09,102.867,76.761,76.189,47.481,72.032
2018-05-10,103.576,77.378,76.666,47.945,72.741
2018-05-11,103.651,77.59,76.804,48.045,72.957
2018-05-14,103.67,77.507,77.134,47.945,73.156
2018-05-15,103.007,77.001,76.244,47.609,72.94
2018-05-16,103.437,77.406,76.474,47.681,73.563
2018-05-17,103.175,77.489,76.675,47.572,73.563
2018-05-18,103.007,77.341,76.602,47.554,73.078
2018-05-21,104.024,77.746,77.189,47.872,73.666
2018-05-22,103.614,77.489,76.969,47.645,73.571
2018-05-23,104.052,77.811,77.051,47.909,73.502
2018-05-24,103.996,77.783,77.014,47.891,73.433
2018-05-25,103.698,77.544,76.987,47.872,73.165
2018-05-29,102.382,76.78,76.217,47.581,72.291
2018-05-30,103.772,77.783,77.152,48.163,73.087
2018-05-31,102.737,77.157,76.419,47.8,72.628
2018-06-01,104.37,78.004,77.042,48.018,73.467
2018-06-04,105.116,78.473,77.253,48.263,73.822
2018-06-05,105.61,78.593,77.326,48.245,73.969
2018-06-06,106.627,79.293,77.803,48.5,74.592
2018-06-07,105.704,79.21,77.959,48.536,74.748
2018-06-08,106.058,79.449,78.316,48.782,74.86
2018-06-11,105.965,79.339,78.417,48.773,75.033
2018-06-12,106.263,79.458,78.573,48.864,74.981
2018-06-13,106.235,79.007,78.243,48.645,74.687
2018-06-14,106.683,79.109,78.463,48.827,74.661
2018-06-15,106.385,79.247,78.261,48.991,74.549
2018-06-18,106.497,79.007,78.426,48.818,74.315
2018-06-19,105.797,78.704,78.206,48.745,73.9
2018-06-20,106.375,78.621,78.325,48.718,74.021
2018-06-21,105.396,78.022,77.867,48.582,73.493
2018-06-22,104.631,78.078,78.307,48.755,73.476
2018-06-25,102.28,77.084,77.574,48.564,72.43
2018-06-26,102.757,77.173,77.728,48.519,72.533
2018-06-27,101.325,76.424,76.962,48.171,71.968
2018-06-28,102.467,76.97,77.312,48.528,72.037
2018-06-29,102.663,77.155,77.765,48.61,71.855
2018-07-02,103.103,77.173,77.257,48.683,72.011
2018-07-03,102.261,77.053,77.432,48.711,71.62
2018-07-05,102.954,77.682,78.014,49.095,72.255
2018-07-06,103.889,78.348,78.595,49.351,72.777
2018-07-09,105.078,78.976,78.909,49.415,73.751
2018-07-10,105.34,79.272,79.241,49.689,73.925
2018-07-11,104.788,78.699,78.853,49.589,72.933
2018-07-12,106.248,79.337,79.25,49.909,73.507
2018-07-13,106.089,79.429,79.25,49.927,73.49
2018-07-16,106.154,79.069,78.992,49.781,73.429
2018-07-17,106.725,79.586,79.352,49.945,73.62
2018-07-18,106.996,79.753,79.342,49.945,73.846
2018-07-19,106.266,79.605,79.508,49.954,73.681
2018-07-20,106.36,79.448,79.296,49.918,73.403
2018-07-23,106.557,79.439,79.241,49.835,73.586
2018-07-24,106.472,79.781,79.112,49.899,73.672
2018-07-25,107.895,80.585,79.656,50.293,74.003
2018-07-26,107.567,80.52,80.016,50.357,74.255
2018-07-27,105.948,80.021,79.591,50.137,73.855
2018-07-30,104.086,79.485,79.241,49.845,74.012
2018-07-31,104.47,80.021,79.822,50.21,74.307
2018-08-01,104.685,79.808,79.721,50.082,74.229
2018-08-02,105.77,80.086,79.767,50.274,74.699
2018-08-03,105.799,80.456,80.154,50.549,75.264
2018-08-06,106.351,80.705,80.394,50.686,75.447
2018-08-07,106.856,81.047,80.468,50.768,75.647
2018-08-08,107.043,80.946,80.357,50.768,75.673
2018-08-09,107.062,80.761,80.293,50.777,75.525
2018-08-10,106.529,80.243,79.868,50.604,74.908
2018-08-13,106.042,79.938,79.665,50.476,74.534
2018-08-14,106.791,80.483,80.034,50.759,75.073
2018-08-15,105.377,80.123,79.868,50.732,74.447
2018-08-16,106.163,80.761,80.376,51.125,75.369
2018-08-17,106.238,81.112,80.809,51.417,75.873
2018-08-20,106.8,81.463,81.188,51.509,76.221
2018-08-21,107.146,81.611,81.335,51.417,76.543
2018-08-22,107.605,81.611,81.068,51.28,76.291
2018-08-23,107.736,81.639,80.736,51.289,76.03
2018-08-24,108.934,82.083,81.317,51.582,76.325
2018-08-27,109.823,82.619,81.511,51.646,77.021
2018-08-28,109.963,82.601,81.566,51.646,77.169
2018-08-29,110.918,83.081,81.981,51.865,77.36
2018-08-30,110.375,82.702,81.465,51.655,77.047
2018-08-31,110.599,83.007,81.391,51.747,76.986
2018-09-04,110.964,82.915,81.594,51.719,76.839
2018-09-05,109.065,82.915,81.686,51.801,76.839
2018-09-06,109.13,82.813,81.64,52.057,76.23
2018-09-07,108.812,82.527,81.326,51.884,75.943
2018-09-10,109.196,82.73,81.603,51.993,75.925
2018-09-11,109.776,82.924,81.815,52.048,76.047
2018-09-12,109.926,82.961,81.778,52.14,76.082
2018-09-13,110.553,83.442,82.277,52.414,76.578
2018-09-14,110.74,83.571,82.341,52.423,76.717
2018-09-17,109.411,83.174,82.101,52.332,76.395
2018-09-18,110.581,83.562,82.304,52.506,76.804
2018-09-19,110.122,83.553,82.11,52.222,77.021
2018-09-20,110.852,84.191,82.701,52.533,77.682
2018-09-21,110.74,84.376,82.756,52.652,77.613
2018-09-24,110.955,83.987,82.12,52.277,77.23
2018-09-25,111.329,83.775,81.88,52.222,76.873
2018-09-26,111.156,83.624,81.436,52.041,76.591
2018-09-27,111.465,83.773,81.482,52.142,76.766
2018-09-28,111.616,83.894,81.659,52.39,76.836
2018-10-01,112.197,84.209,81.408,52.381,77.089
2018-10-02,111.7,84.274,81.64,52.399,77.177
2018-10-03,112.066,84.237,81.39,52.206,77.649
2018-10-04,110.284,83.485,80.73,51.968,77.151
2018-10-05,109.167,82.891,80.73,51.995,76.573
2018-10-08,108.154,82.872,80.749,52.078,76.713
2018-10-09,108.183,82.715,80.582,52.133,76.311
2018-10-10,103.333,79.883,78.474,50.82,74.299
2018-10-11,101.354,78.026,77.091,49.699,72.576
2018-10-12,103.924,79.159,77.341,50.167,73.372
2018-10-15,102.621,78.751,77.657,50.177,72.979
2018-10-16,105.66,80.208,78.381,51.095,74.369
2018-10-17,105.631,80.162,78.678,51.104,74.256
2018-10-18,103.512,79.122,77.796,50.783,73.154
2018-10-19,102.358,78.751,78.056,50.875,73.092
2018-10-22,102.696,78.611,77.499,50.7,72.804
2018-10-23,101.636,78.101,76.933,50.553,72.489
2018-10-24,97.79,75.687,75.419,49.791,69.935
2018-10-25,100.576,76.829,76.209,50.085,71.387
2018-10-26,98.353,75.78,75.735,49.433,70.46
2018-10-29,96.993,75.631,74.37,49.469,70.504
2018-10-30,98.559,76.847,75.819,50.167,71.623
2018-10-31,100.613,77.544,77.286,50.268,72.296
2018-11-01,102.367,78.435,77.657,50.425,73.346
2018-11-02,101.664,77.934,77.369,50.333,72.506
2018-11-05,102.236,78.398,78.001,50.755,73.031
2018-11-06,102.489,78.908,78.288,51.077,73.442
2018-11-07,105.538,80.524,79.523,51.913,74.737
2018-11-08,105.341,80.431,79.523,51.94,74.518
2018-11-09,103.887,79.697,78.901,51.913,73.565
2018-11-12,101.101,78.221,78.056,51.325,72.13
2018-11-13,100.923,78.026,78.242,51.224,71.938
2018-11-14,99.957,77.414,77.666,50.957,71.089
2018-11-15,101.411,78.249,78.093,51.279,71.658
2018-11-16,100.82,78.156,78.4,51.554,71.798
2018-11-19,97.518,76.801,77.648,51.077,70.932
2018-11-20,95.821,75.492,76.868,50.406,69.218
2018-11-21,96.214,75.464,77.295,50.37,69.576
2018-11-23,95.539,74.926,77.035,50.25,69.095
2018-11-26,97.668,75.891,77.611,50.673,70.197
2018-11-27,97.968,76.049,77.704,50.829,70.337
2018-11-28,101.336,77.869,78.762,51.683,71.815
2018-11-29,100.904,77.507,78.901,51.655,71.439
2018-11-30,102.039,78.259,79.43,51.894,71.868
2018-12-03,103.333,79.159,80.229,52.344,72.743
2018-12-04,100.248,76.736,77.666,51.417,70.101
2018-12-06,100.585,76.718,77.573,51.389,69.778
2018-12-07,97.659,74.954,75.754,50.618,67.958
2018-12-10,98.381,75.186,75.633,50.774,67.556
2018-12-11,98.55,75.232,75.503,50.829,67.399
2018-12-12,99.16,75.622,76.042,50.884,67.915
2018-12-13,99.328,75.668,75.559,50.976,67.6
2018-12-14,97.068,73.988,74.491,50.278,66.848
2018-12-17,94.626,72.376,72.85,49.205,65.616
2018-12-18,94.729,72.478,72.775,49.03,65.554
2018-12-19,93.524,71.265,71.609,48.605,64.383
2018-12-20,91.707,70.211,70.369,47.922,63.018
2018-12-21,89.795,68.746,69.081,47.275,62.031
2018-12-24,87.376,67.103,67.309,45.964,60.463
2018-12-26,92.253,70.248,70.406,47.534,63.097
2018-12-27,93.147,71.069,70.714,48.051,63.599
2018-12-28,93.119,70.892,70.775,47.998,63.493
2018-12-31,94.371,71.629,71.55,48.423,63.925
2019-01-02,93.741,71.592,71.41,47.998,64.585
2019-01-03,91.151,69.791,70.084,47.296,63.361
2019-01-04,94.202,72.254,72.484,48.331,65.581
2019-01-07,95.106,72.693,73.352,48.488,66.338
2019-01-08,96.283,73.477,74.099,48.904,66.788
2019-01-09,96.848,73.887,74.669,48.913,67.228
2019-01-10,96.979,74.223,75.173,49.283,67.44
2019-01-11,97.045,74.009,75.192,49.292,67.88
2019-01-14,96.198,73.617,74.846,48.932,67.475
2019-01-15,97.714,74.289,75.257,49.421,67.704
2019-01-16,97.563,74.354,75.593,49.412,67.88
2019-01-17,98.307,75.026,76.228,49.745,68.408
2019-01-18,99.343,76.034,77.377,50.299,69.457
2019-01-22,98.251,74.951,76.21,49.948,68.364
2019-01-23,98.552,74.998,76.219,50.235,68.303
2019-01-24,98.26,75.063,76.639,50.115,68.805
2019-01-25,98.9,75.884,77.498,50.29,69.492
2019-01-28,97.912,75.362,77.209,50.179,69.157
2019-01-29,97.507,75.399,77.265,50.262,69.166
2019-01-30,99.55,76.351,78.161,50.798,69.73
2019-01-31,100.463,77.536,78.787,51.159,70.214
2019-02-01,100.652,77.881,79.02,51.279,70.452
2019-02-04,100.84,78.395,79.403,51.639,70.646
2019-02-05,101.0,78.908,79.758,51.787,70.716
2019-02-06,101.075,78.768,79.674,51.713,70.937
2019-02-07,100.623,77.984,79.225,51.602,69.941
2019-02-08,101.009,78.189,79.197,51.815,69.677
2019-02-11,101.009,78.273,79.524,51.824,69.783
2019-02-12,102.064,79.169,80.654,52.194,70.716
2019-02-13,102.111,79.617,80.934,52.314,71.148
2019-02-14,101.989,79.468,80.766,52.166,70.981
2019-02-15,103.062,80.28,81.578,52.702,71.861
2019-02-19,103.137,80.28,81.728,52.813,72.143
2019-02-20,103.1,80.606,81.905,52.859,72.302
2019-02-21,103.297,80.168,81.597,52.887,71.87
2019-02-22,104.032,80.951,82.176,53.173,72.24
2019-02-25,103.834,81.017,82.167,53.026,72.443
2019-02-26,103.834,80.998,82.027,52.998,72.32
2019-02-27,103.608,81.11,82.12,52.989,71.985
2019-02-28,103.872,80.914,81.933,53.118,71.544
2019-03-01,104.389,81.502,82.465,53.395,71.791
2019-03-04,103.589,81.287,81.98,53.109,71.289
2019-03-05,103.542,81.194,81.756,53.099,70.972
2019-03-06,102.968,80.895,81.065,52.896,70.109
2019-03-07,102.346,80.242,80.383,52.656,69.501
2019-03-08,102.054,80.093,80.178,52.61,69.43
2019-03-11,103.391,81.325,81.224,53.21,70.426
2019-03-12,103.815,81.661,81.578,53.349,70.602
2019-03-13,104.408,82.099,81.999,53.626,71.007
2019-03-14,104.427,82.071,81.868,53.58,70.804
2019-03-15,105.011,82.435,82.111,53.765,71.227
2019-03-18,105.039,82.538,82.493,53.802,71.571
2019-03-19,105.265,82.491,82.297,53.682,71.624
2019-03-20,104.936,82.326,81.808,53.483,70.748
2019-03-21,106.071,83.141,82.837,54.17,71.768
2019-03-22,104.87,81.624,81.097,53.752,70.153
2019-03-25,104.983,81.595,81.068,53.817,69.834
2019-03-26,105.674,82.336,81.752,54.216,70.446
2019-03-27,105.154,81.98,81.405,54.068,70.091
2019-03-28,105.38,82.364,81.873,54.253,70.242
2019-03-29,106.071,82.963,82.351,54.559,70.863
2019-04-01,106.439,83.825,83.436,54.754,72.079
2019-04-02,106.241,83.9,83.427,54.717,71.768
2019-04-03,106.194,83.985,83.726,54.68,72.221
2019-04-04,105.957,84.181,83.895,54.717,72.638
2019-04-05,106.402,84.612,84.466,54.958,73.037
2019-04-08,106.468,84.715,84.419,54.949,73.09
2019-04-09,106.298,84.247,83.773,54.791,72.345
2019-04-10,106.61,84.612,84.316,54.921,72.789
2019-04-11,106.298,84.669,84.466,54.903,72.833
2019-04-12,106.647,85.409,85.14,55.144,73.099
2019-04-15,106.912,85.409,84.952,55.218,72.913
2019-04-16,106.241,85.549,84.943,54.893,73.419
2019-04-17,105.343,85.287,84.382,54.559,73.454
2019-04-18,105.57,85.203,84.597,54.652,73.587
2019-04-22,105.57,85.203,84.485,54.587,73.357
2019-04-23,106.411,86.149,85.299,55.051,73.862
2019-04-24,106.591,86.093,85.28,55.116,73.481
2019-04-25,107.101,85.802,84.728,55.079,72.824
2019-04-26,107.952,86.093,85.233,55.376,72.877
2019-04-29,107.773,86.083,85.233,55.237,73.108
2019-04-30,108.463,86.111,85.495,55.747,73.286
2019-05-01,107.631,85.362,84.653,55.19,72.886
2019-05-02,107.584,85.231,84.578,55.2,72.753
2019-05-03,108.349,85.886,85.439,55.422,73.499
2019-05-06,108.283,85.559,84.999,55.395,73.17
2019-05-07,106.695,84.097,83.577,54.764,72.008
2019-05-08,106.629,84.05,83.492,54.745,71.635
2019-05-09,106.468,83.778,83.315,54.745,71.245
2019-05-10,107.376,84.163,83.661,55.163,71.449
2019-05-13,105.73,82.111,81.555,54.532,69.461
2019-05-14,106.279,82.767,82.351,54.764,70.304
2019-05-15,106.733,83.441,82.631,54.996,70.562
2019-05-16,107.914,84.088,83.287,55.497,70.801
2019-05-17,107.612,83.629,82.706,55.422,70.26
2019-05-20,107.253,83.038,82.154,55.339,69.798
2019-05-21,107.867,83.769,83.053,55.719,70.579
2019-05-22,108.217,83.516,82.678,55.877,69.781
2019-05-23,107.48,82.42,81.527,55.617,68.92
2019-05-24,107.64,82.467,81.686,55.654,69.08
2019-05-28,106.751,81.755,80.984,55.07,68.148
2019-05-29,106.071,81.127,80.395,54.764,67.766
2019-05-30,106.884,81.333,80.488,55.051,67.616
2019-05-31,106.08,80.443,79.58,54.847,66.249
2019-06-03,105.362,80.19,79.908,55.144,66.852
2019-06-04,107.413,82.083,81.845,55.719,68.805
2019-06-05,109.219,82.832,82.444,56.48,68.734
2019-06-06,110.07,83.357,82.744,56.861,69.062
2019-06-07,111.498,84.35,83.371,57.204,69.488
2019-06-10,111.734,84.678,83.745,57.148,70.002
